RA;Fase;INDE_ATUAL;Pedra Atual;Pedra Passada;Turma;Nome Anonimizado;Data de Nasc;Idade;Gênero;Ano ingresso;Instituição de ensino;INDE_ANTERIOR;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;ANO
RA-58;5;8.136;Topázio;Topázio;B;Aluno-58;2007;15;Menino;2017;Rede Decisão;;103;9;3;3.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;9.6;9.2;6.3;6.4;Sem limitações;7.2;4.5;8.0;9.0;Não;Não;8.1;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-59;5;7.642;Ametista;;B;Aluno-59;2005;17;Menino;2022;Escola Pública;;257;15;7;3.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;9.2;9.3;7.5;5.9;Não atendido;7.2;7.0;5.7;8.8;Não;Não;7.9;5;;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-60;5;5.537;Quartzo;Quartzo;B;Aluno-60;2004;18;Menina;2021;Escola Pública;;787;53;16;3.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;6.7;6.0;7.5;4.5;Não atendido;4.9;5.0;6.2;3.5;Não;Não;6.2;2;8;-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-61;5;7.533;Ametista;Ágata;B;Aluno-61;2007;15;Menino;2021;Escola Pública;;298;20;8;3.0;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.2;7.4;7.5;6.5;Não atendido;5.8;1.7;6.3;9.3;Sim;Não;7.9;10;;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-62;5;7.891;Ametista;;B;Aluno-62;2005;17;Menino;2022;Escola Pública;;173;11;4;3.0;Avaliador-5;Promovido de Fase;Avaliador-27;Promovido de Fase + Bolsa;8.8;9.4;7.5;5.7;Não atendido;9.3;8.5;10.0;;Sim;Não;7.2;5;;-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-63;5;8.282;Topázio;Ametista;B;Aluno-63;2006;16;Menino;2018;Rede Decisão;;64;8;2;3.0;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;9.1;8.8;6.3;Sem limitações;8.7;8.2;8.2;9.7;Não;Sim;9.4;5;;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-64;5;7.368;Ametista;Topázio;B;Aluno-64;2006;16;Menino;2019;Escola Pública;;372;23;9;3.0;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;7.1;8.1;8.1;5.8;Sem limitações;7.5;4.8;8.2;9.4;Sim;Não;8.2;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-65;5;7.712;Ametista;;B;Aluno-65;2005;17;Menina;2022;Escola Pública;;232;13;6;3.0;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;7.7;7.5;6.6;Não atendido;9.3;9.0;9.5;9.5;Sim;Não;7.9;5;;-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-66;5;5.665;Quartzo;;B;Aluno-66;2005;17;Menina;2022;Escola Pública;;768;50;15;3.0;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;7.5;5.6;7.5;4.6;Não atendido;4.5;3.0;6.0;;Não;Não;5.9;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-67;5;5.195;Quartzo;Ágata;C;Aluno-67;2006;16;Menina;2019;Escola Pública;;812;56;6;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;5.8;3.0;7.5;6.7;Não atendido;3.6;3.0;4.2;3.5;Não;Não;6.9;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-68;5;6.438;Ágata;Ágata;C;Aluno-68;2006;16;Menino;2019;Escola Pública;;653;40;2;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.3;6.0;7.5;7.7;Não atendido;4.0;4.7;4.8;2.7;Sim;Não;7.9;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-69;5;5.718;Quartzo;Ametista;C;Aluno-69;2006;16;Menino;2018;Escola Pública;;756;47;3;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.3;6.1;7.5;6.8;Sem limitações;2.5;4.7;2.6;0.3;Não;Não;6.2;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-70;5;5.712;Quartzo;Quartzo;C;Aluno-70;2006;16;Menina;2017;Escola Pública;;757;48;4;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.8;6.6;5.0;7.1;Sem limitações;2.9;5.7;2.9;0.2;Não;Não;6.1;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-71;5;4.332;Quartzo;Ametista;C;Aluno-71;2005;17;Menina;2019;Escola Pública;;846;58;8;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.9;2.0;7.5;4.9;Não atendido;1.2;1.3;2.2;0.0;Não;Não;5.8;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-72;5;7.64;Ametista;;C;Aluno-72;2005;17;Menina;2022;Escola Pública;;259;16;1;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;7.5;7.5;7.7;Não atendido;7.8;7.5;7.8;8.0;Sim;Sim;8.7;5;;-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-73;5;5.271;Quartzo;;C;Aluno-73;2005;17;Menina;2022;Escola Pública;;804;55;5;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.1;3.0;7.5;6.0;Não atendido;3.3;4.5;3.0;2.3;Sim;Não;7.3;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-74;5;4.989;Quartzo;;C;Aluno-74;2006;16;Menino;2022;Escola Pública;;820;57;7;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.6;3.3;7.5;5.5;Não atendido;2.0;6.0;0.0;0.0;Não;Não;5.8;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-75;5;3.915;Quartzo;;F;Aluno-75;2006;16;Menina;2022;Escola Pública;;855;59;4;4.0;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;5.4;3.8;6.3;5.6;Sem limitações;0.0;0.0;0.0;;Não;Não;4.6;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-76;5;9.105;Topázio;Topázio;F;Aluno-76;2007;15;Menina;2017;Rede Decisão;;3;3;1;4.0;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;10.0;9.1;8.1;8.8;Sem limitações;8.7;9.3;8.3;8.4;Não;Sim;9.3;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-77;5;3.846;Quartzo;Quartzo;F;Aluno-77;2006;16;Menino;2019;Escola Pública;;857;60;5;4.0;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;7.1;2.7;5.0;5.3;Não indicado;0.7;0.3;1.8;0.0;Não;Não;4.6;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-78;5;7.04;Ametista;Ágata;F;Aluno-78;2005;17;Menino;2018;Rede Decisão;;475;29;2;4.0;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;6.6;5.6;7.9;Requer avaliação;7.2;8.7;5.7;7.3;Não;Não;8.0;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-79;5;6.847;Ágata;Ágata;F;Aluno-79;2006;16;Menina;2018;Rede Decisão;;541;31;3;4.0;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;5.4;6.3;5.6;7.5;Requer avaliação;8.9;9.5;7.7;9.5;Não;Não;7.3;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-80;5;7.29;Ametista;Topázio;K;Aluno-80;2006;16;Menina;2017;Rede Decisão;;397;26;6;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.2;8.3;5.0;7.6;Requer avaliação;7.1;6.5;7.7;7.3;Não;Não;7.6;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-81;5;7.675;Ametista;Topázio;K;Aluno-81;2008;14;Menina;2017;Rede Decisão;;247;14;2;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.2;9.2;5.0;7.2;Requer avaliação;6.0;5.5;5.2;7.3;Não;Não;7.5;10;;1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-82;5;6.596;Ágata;;K;Aluno-82;2005;17;Menina;2022;Escola Pública;;628;37;9;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.8;6.8;7.5;7.2;Não atendido;5.5;6.0;5.0;;Sim;Não;6.4;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-83;5;6.671;Ágata;;K;Aluno-83;2005;17;Menina;2022;Escola Pública;;598;35;8;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.9;6.8;7.5;7.2;Não atendido;6.8;6.0;7.5;;Sim;Não;6.0;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-84;5;6.682;Ágata;Ametista;K;Aluno-84;2005;17;Menina;2018;Rede Decisão;;596;34;7;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.1;8.8;5.0;7.0;Requer avaliação;5.8;5.7;6.5;5.2;Não;Não;6.8;5;;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-85;5;6.243;Ágata;;K;Aluno-85;2007;15;Menino;2022;Escola Pública;;697;43;10;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;6.7;7.3;5.0;5.9;Requer avaliação;4.3;5.0;3.5;;Não;Não;5.8;10;;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-86;5;7.566;Ametista;Ametista;K;Aluno-86;2006;16;Menino;2016;Rede Decisão;;286;18;3;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.5;9.6;5.6;8.0;Sem limitações;6.7;6.2;7.2;6.9;Não;Sim;8.5;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-87;5;8.712;Topázio;Ametista;K;Aluno-87;2007;15;Menino;2021;Rede Decisão;;15;6;1;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;9.6;7.5;7.5;Não atendido;8.8;8.3;8.0;10.0;Não;Sim;8.5;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-88;5;7.498;Ametista;Ametista;K;Aluno-88;2005;17;Menino;2021;Escola Pública;;312;21;4;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.1;9.2;5.6;7.5;Sem limitações;6.5;6.8;6.2;6.4;Sim;Sim;9.2;5;;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-89;5;7.323;Ametista;Quartzo;K;Aluno-89;2006;16;Menino;2021;Escola Pública;;383;24;5;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.6;7.8;7.5;7.7;Não atendido;5.9;7.5;5.7;4.7;Sim;Não;8.0;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-90;5;9.442;Topázio;Topázio;L;Aluno-90;2009;13;Menina;2019;Rede Decisão;;1;1;1;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;10.0;9.7;9.4;9.1;Sem limitações;8.5;7.7;8.0;9.8;Não;Sim;9.8;10;;2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-91;5;6.645;Ágata;Ametista;L;Aluno-91;2006;16;Menina;2016;Rede Decisão;;608;36;8;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;9.2;5.7;5.6;7.8;Requer avaliação;6.6;5.5;5.7;8.5;Não;Não;7.1;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-92;5;6.957;Ágata;Ametista;L;Aluno-92;2006;16;Menina;2016;Rede Decisão;;501;30;7;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;9.2;7.1;5.0;8.0;Requer avaliação;7.4;7.8;5.5;8.8;Não;Não;6.7;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-93;5;8.941;Topázio;Topázio;L;Aluno-93;2007;15;Menina;2016;Rede Decisão;;6;4;3;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.3;9.7;8.1;8.4;Sem limitações;8.5;8.8;8.3;8.4;Não;Sim;9.1;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-94;5;8.921;Topázio;Topázio;L;Aluno-94;2007;15;Menina;2018;Rede Decisão;;7;5;4;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.3;9.6;8.1;9.0;Sem limitações;7.7;7.0;6.7;9.5;Não;Sim;9.6;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-95;5;6.308;Ágata;;L;Aluno-95;2005;17;Menina;2022;Escola Pública;;685;41;9;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.3;6.6;7.5;6.9;Sem limitações;4.8;6.0;8.0;0.5;Não;Não;6.3;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-96;5;7.54;Ametista;Ametista;L;Aluno-96;2006;16;Menino;2021;Escola Pública;;295;19;5;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;9.2;7.8;6.9;8.3;Sem limitações;6.7;5.7;6.5;8.0;Sim;Sim;8.5;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-97;5;7.468;Ametista;Ágata;L;Aluno-97;2007;15;Menina;2017;Rede Decisão;;328;22;6;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.5;8.8;5.0;8.2;Não indicado;6.9;5.3;6.7;8.8;Não;Não;6.3;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-98;5;9.354;Topázio;Topázio;L;Aluno-98;2007;15;Menina;2017;Rede Decisão;;2;2;2;4.0;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.8;10.0;9.4;9.0;Sem limitações;8.5;8.4;8.2;8.9;Não;Sim;9.7;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-99;5;6.158;Ágata;Ágata;L;Aluno-99;2006;16;Menino;2019;Escola Pública;;701;44;10;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.8;6.3;7.5;6.0;Não atendido;5.0;5.7;3.4;5.8;Não;Não;5.8;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-100;4;7.618;Ametista;Topázio;A;Aluno-100;2009;13;Menina;2019;Rede Decisão;;268;22;7;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.8;7.8;5.0;7.1;Não indicado;7.6;7.0;7.8;8.1;Não;Não;7.2;10;;1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-101;4;7.305;Ametista;Ametista;A;Aluno-101;2007;15;Menina;2021;Escola Pública;;387;31;8;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.9;8.3;7.5;7.2;Não atendido;7.6;7.2;6.5;9.2;Sim;Não;6.8;5;;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-102;4;6.922;Ágata;Ametista;A;Aluno-102;2008;14;Menino;2019;Escola Pública;;519;43;9;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;6.7;7.7;6.9;6.8;Requer avaliação;5.7;4.7;6.8;5.5;Não;Não;6.0;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-103;4;8.107;Topázio;Ametista;A;Aluno-103;2009;13;Menina;2020;Rede Decisão;;114;11;4;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.9;8.7;7.5;8.3;Não atendido;7.3;7.3;7.3;7.3;Não;Não;7.7;10;;1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-104;4;6.315;Ágata;;A;Aluno-104;2004;18;Menino;2022;Escola Pública;;681;61;11;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.9;8.7;7.5;7.0;Não atendido;3.7;4.8;5.8;0.3;Não;Não;6.7;2;8;-4;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-105;4;6.846;Ágata;Ametista;A;Aluno-105;2005;17;Menino;2016;Rede Decisão;;542;47;10;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.9;8.2;5.6;7.8;Requer avaliação;6.7;7.2;6.2;6.8;Não;Não;7.4;2;;-3;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-106;4;7.973;Ametista;Ametista;A;Aluno-106;2007;15;Menina;2016;Rede Decisão;;148;13;5;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.2;8.0;9.4;8.6;Sem limitações;7.4;7.8;7.2;7.2;Não;Sim;8.4;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-107;4;6.258;Ágata;Ágata;A;Aluno-107;2007;15;Menina;2018;Escola Pública;;693;63;12;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.5;6.4;7.5;7.6;Sem limitações;4.6;3.3;4.3;6.0;Sim;Não;6.5;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-108;4;5.547;Quartzo;Ágata;A;Aluno-108;2005;17;Menina;2019;Escola Pública;;784;72;15;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;4.6;7.7;5.0;5.7;Não indicado;5.0;3.0;5.8;6.2;Não;Não;6.1;2;;-3;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-109;4;8.512;Topázio;Ametista;A;Aluno-109;2006;16;Menino;2021;Rede Decisão;;33;4;2;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.8;10.0;8.8;8.4;Sem limitações;8.4;7.8;7.5;9.9;Não;Sim;8.7;5;;-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-110;4;8.15;Topázio;Topázio;A;Aluno-110;2008;14;Menino;2017;Rede Decisão;;100;10;3;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.2;9.7;5.6;7.9;Requer avaliação;6.7;8.3;5.7;6.0;Não;Não;8.0;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-111;4;8.646;Topázio;Topázio;A;Aluno-111;2009;13;Menina;2020;Rede Decisão;;22;2;1;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.5;9.4;8.1;8.7;Sem limitações;8.0;6.7;7.5;9.7;Não;Sim;8.7;10;;1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-112;4;7.836;Ametista;Ametista;A;Aluno-112;2007;15;Menina;2016;Rede Decisão;;189;17;6;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.9;7.8;6.3;8.9;Sem limitações;8.5;9.0;7.5;9.1;Não;Sim;8.8;5;;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-113;4;3.032;Quartzo;Ágata;A;Aluno-113;2007;15;Menina;2017;Rede Decisão;;862;76;16;4.0;Avaliador-6;Alocado em Fase anterior;Avaliador-27;Mantido na Fase atual;0.0;0.0;5.0;5.3;Não indicado;3.7;3.3;5.5;2.3;Não;Não;3.8;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
